14.013208	46.0
12.683208	50.0
12.013208	49.0
11.413208	50.0
10.6432085	52.0
9.833208	55.0
9.203208	55.0
8.683208	55.0
8.293208	54.0
9.283208	51.0
11.843208	44.0
14.353209	37.0
16.47321	33.0
19.06321	29.0
21.783209	25.0
23.203209	24.0
24.33321	22.0
24.353209	20.0
23.763208	21.0
22.683208	23.0
21.033209	25.0
18.64321	28.0
16.79321	29.0
15.583208	29.0
14.673208	28.0
13.773209	26.0
12.813209	25.0
12.323209	26.0
11.753208	26.0
10.873208	28.0
9.353209	34.0
8.513208	35.0
8.133208	34.0
9.263208	34.0
11.413208	31.0
13.803208	25.0
17.023209	22.0
20.373209	16.0
21.54321	21.0
22.853209	18.0
23.433208	18.0
23.59321	19.0
23.453209	21.0
22.98321	22.0
21.82321	25.0
19.54321	30.0
17.39321	36.0
15.483209	41.0
14.353209	40.0
13.543208	37.0
12.833208	37.0
11.8932085	40.0
11.383208	41.0
10.863209	44.0
10.483209	47.0
9.573209	50.0
9.663208	49.0
10.783208	45.0
12.323209	41.0
13.993208	38.0
16.693209	33.0
19.23321	29.0
20.91321	27.0
22.193209	25.0
22.693209	25.0
22.80321	25.0
22.23321	29.0
21.55321	31.0
20.66321	33.0
19.023209	39.0
17.05321	46.0
15.473208	53.0
14.193209	58.0
12.963208	64.0
12.133208	69.0
11.803208	73.0
11.443209	79.0
11.283208	83.0
11.163208	87.0
11.103209	87.0
10.983209	89.0
11.233209	89.0
12.113209	85.0
12.413208	81.0
14.313209	70.0
15.173208	64.0
14.623208	65.0
15.163208	62.0
15.833209	57.0
16.453209	53.0
16.533209	51.0
16.24321	52.0
15.713208	57.0
14.603209	66.0
13.873208	72.0
13.363209	74.0
12.693209	77.0
11.753208	82.0
11.183208	83.0
11.133208	80.0
10.833208	78.0
10.073209	78.0
9.533208	80.0
9.063209	81.0
8.133208	83.0
8.533208	78.0
10.513208	70.0
12.803208	63.0
15.063209	55.0
17.00321	47.0
18.67321	42.0
19.83321	39.0
19.32321	38.0
19.30321	37.0
19.763208	36.0
19.50321	35.0
18.98321	36.0
18.33321	38.0
17.24321	43.0
14.053208	46.0
11.953208	53.0
10.413208	51.0
9.083208	51.0
8.693209	47.0
8.123208	50.0
7.803209	51.0
7.353209	50.0
6.073209	53.0
5.4632087	53.0
6.4432087	48.0
8.723208	42.0
10.923208	39.0
13.323209	36.0
15.313209	35.0
17.00321	33.0
18.40321	29.0
19.38321	28.0
19.82321	27.0
19.933208	26.0
19.81321	26.0
19.21321	27.0
18.42321	29.0
17.34321	31.0
14.853209	32.0
12.433208	39.0
10.793208	45.0
9.693209	50.0
9.153209	53.0
8.693209	56.0
8.243208	57.0
8.173208	57.0
7.643209	59.0
7.143209	59.0
8.053208	56.0
9.973208	53.0
12.703208	52.0
14.953208	55.0
16.66321	50.0
18.09321	44.0
19.273209	39.0
20.16321	34.0
20.57321	32.0
20.67321	33.0
20.54321	34.0
19.853209	36.0
18.683208	41.0
17.273209	45.0
13.8932085	47.0
11.603209	50.0
10.343208	52.0
10.233209	48.0
10.803208	44.0
10.603209	46.0
10.183208	47.0
9.823209	45.0
8.053208	48.0
6.9232087	51.0
8.013208	49.0
9.953208	45.0
12.693209	39.0
15.443209	34.0
17.80321	30.0
19.50321	26.0
20.67321	25.0
21.453209	26.0
21.853209	26.0
21.91321	26.0
21.41321	27.0
20.23321	29.0
18.24321	37.0
16.16321	39.0
13.743208	40.0
